Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.162,,2018-03-15 21:03:51,2018-03-15 21:04:01,"10,217s",PASSED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.162,,2018-03-15 21:03:51,2018-03-15 21:04:01,"9,846s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:03:51,2018-03-15 21:03:53,"1,256s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:03:53,2018-03-15 21:03:56,"3,647s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:03:56,2018-03-15 21:03:56,"0,122s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:03:56,2018-03-15 21:03:57,"0,591s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:03:57,2018-03-15 21:03:57,"0,219s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:03:57,2018-03-15 21:03:57,"0,075s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:03:57,2018-03-15 21:03:58,"0,582s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:03:58,2018-03-15 21:04:00,"1,881s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:04:00,2018-03-15 21:04:00,"0,247s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-15 21:04:00,2018-03-15 21:04:00,"0,038s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:04:00,2018-03-15 21:04:00,"0,083s",PASSED
acceptAlert,Chrome 65.0.3325.162,,2018-03-15 21:04:00,2018-03-15 21:04:00,"0,015s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:04:00,2018-03-15 21:04:01,"0,774s",PASSED
