Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.109,,2018-03-18 13:38:40,2018-03-18 13:39:59,"1m - 18,928s",FAILED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.109,,2018-03-18 13:38:40,2018-03-18 13:39:21,"41,241s",FAILED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:38:40,2018-03-18 13:38:41,"1,306s",PASSED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:38:41,2018-03-18 13:39:10,"28,434s",PASSED
click,Chrome 65.0.3325.109,,2018-03-18 13:39:10,2018-03-18 13:39:10,"0,410s",PASSED
click,Chrome 65.0.3325.109,,2018-03-18 13:39:10,2018-03-18 13:39:11,"0,979s",PASSED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:39:11,2018-03-18 13:39:12,"0,714s",PASSED
click,Chrome 65.0.3325.109,,2018-03-18 13:39:12,2018-03-18 13:39:13,"0,620s",PASSED
click,Chrome 65.0.3325.109,,2018-03-18 13:39:13,2018-03-18 13:39:13,"0,640s",PASSED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:39:13,2018-03-18 13:39:21,"7,833s",FAILED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.109,,2018-03-18 13:39:21,2018-03-18 13:39:55,"33,790s",FAILED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:39:21,2018-03-18 13:39:21,"0,253s",PASSED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:39:21,2018-03-18 13:39:53,"31,357s",PASSED
click,Chrome 65.0.3325.109,,2018-03-18 13:39:53,2018-03-18 13:39:53,"0,345s",PASSED
click,Chrome 65.0.3325.109,,2018-03-18 13:39:53,2018-03-18 13:39:54,"0,923s",PASSED
callTestCase,Chrome 65.0.3325.109,,2018-03-18 13:39:54,2018-03-18 13:39:55,"0,897s",FAILED
