Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.162,,2018-03-15 21:13:15,2018-03-15 21:13:25,"10,203s",PASSED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.162,,2018-03-15 21:13:15,2018-03-15 21:13:25,"9,866s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:13:15,2018-03-15 21:13:17,"1,283s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:13:17,2018-03-15 21:13:20,"3,639s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:13:20,2018-03-15 21:13:20,"0,123s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:13:20,2018-03-15 21:13:21,"0,589s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:13:21,2018-03-15 21:13:21,"0,230s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:13:21,2018-03-15 21:13:21,"0,076s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:13:21,2018-03-15 21:13:22,"0,588s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:13:22,2018-03-15 21:13:24,"1,896s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:13:24,2018-03-15 21:13:24,"0,241s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-15 21:13:24,2018-03-15 21:13:24,"0,035s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:13:24,2018-03-15 21:13:24,"0,080s",PASSED
acceptAlert,Chrome 65.0.3325.162,,2018-03-15 21:13:24,2018-03-15 21:13:24,"0,014s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:13:24,2018-03-15 21:13:25,"0,772s",PASSED
