Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.162,,2018-03-18 17:48:24,2018-03-18 17:48:35,"10,142s",PASSED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.162,,2018-03-18 17:48:25,2018-03-18 17:48:35,"9,812s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-18 17:48:25,2018-03-18 17:48:26,"1,181s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-18 17:48:26,2018-03-18 17:48:30,"3,596s",PASSED
click,Chrome 65.0.3325.162,,2018-03-18 17:48:30,2018-03-18 17:48:30,"0,109s",PASSED
click,Chrome 65.0.3325.162,,2018-03-18 17:48:30,2018-03-18 17:48:30,"0,585s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-18 17:48:30,2018-03-18 17:48:31,"0,206s",PASSED
click,Chrome 65.0.3325.162,,2018-03-18 17:48:31,2018-03-18 17:48:31,"0,070s",PASSED
click,Chrome 65.0.3325.162,,2018-03-18 17:48:31,2018-03-18 17:48:31,"0,599s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-18 17:48:31,2018-03-18 17:48:33,"1,826s",PASSED
click,Chrome 65.0.3325.162,,2018-03-18 17:48:33,2018-03-18 17:48:33,"0,299s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-18 17:48:33,2018-03-18 17:48:34,"0,038s",PASSED
click,Chrome 65.0.3325.162,,2018-03-18 17:48:34,2018-03-18 17:48:34,"0,076s",PASSED
acceptAlert,Chrome 65.0.3325.162,,2018-03-18 17:48:34,2018-03-18 17:48:34,"0,028s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-18 17:48:34,2018-03-18 17:48:34,"0,212s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-18 17:48:34,2018-03-18 17:48:35,"0,726s",PASSED
