Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.162,,2018-03-15 21:12:40,2018-03-15 21:12:50,"10,217s",PASSED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.162,,2018-03-15 21:12:40,2018-03-15 21:12:50,"9,895s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:12:41,2018-03-15 21:12:42,"1,263s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:12:42,2018-03-15 21:12:46,"3,538s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:12:46,2018-03-15 21:12:46,"0,123s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:12:46,2018-03-15 21:12:46,"0,595s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:12:46,2018-03-15 21:12:47,"0,231s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:12:47,2018-03-15 21:12:47,"0,077s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:12:47,2018-03-15 21:12:47,"0,594s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:12:47,2018-03-15 21:12:49,"1,952s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:12:49,2018-03-15 21:12:49,"0,313s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-15 21:12:49,2018-03-15 21:12:49,"0,042s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:12:49,2018-03-15 21:12:50,"0,106s",PASSED
acceptAlert,Chrome 65.0.3325.162,,2018-03-15 21:12:50,2018-03-15 21:12:50,"0,014s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:12:50,2018-03-15 21:12:50,"0,778s",PASSED
