Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.162,,2018-03-15 21:08:35,2018-03-15 21:08:45,"10,112s",PASSED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.162,,2018-03-15 21:08:35,2018-03-15 21:08:45,"9,779s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:08:35,2018-03-15 21:08:37,"1,325s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:08:37,2018-03-15 21:08:40,"3,507s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:08:40,2018-03-15 21:08:40,"0,123s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:08:40,2018-03-15 21:08:41,"0,595s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:08:41,2018-03-15 21:08:41,"0,232s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:08:41,2018-03-15 21:08:41,"0,078s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:08:41,2018-03-15 21:08:42,"0,586s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:08:42,2018-03-15 21:08:44,"1,829s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:08:44,2018-03-15 21:08:44,"0,327s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-15 21:08:44,2018-03-15 21:08:44,"0,030s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:08:44,2018-03-15 21:08:44,"0,075s",PASSED
acceptAlert,Chrome 65.0.3325.162,,2018-03-15 21:08:44,2018-03-15 21:08:44,"0,017s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:08:44,2018-03-15 21:08:45,"0,774s",PASSED
